排名,名称,Cinebench_R23_多核跑分,核心数,线程数,频率,上市时间,详情页
172,Intel Core i9 12900HK,18257,14,20,2.5GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i9-12900hk
173,AMD Ryzen 7 Pro 9745,18246,8,16,3.8GHz,2026.01,https://www.topcpu.net/cpu/amd-ryzen-7-pro-9745
174,Intel Core Ultra 7 356H,18102,16,16,1.9GHz,2026.01,https://www.topcpu.net/cpu/intel-core-ultra-7-356h
175,AMD Ryzen 7 7745HX,18015,8,16,3.6GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-7-7745hx
176,Intel Core i9 9960X,17953,16,32,3.1GHz,2018.10,https://www.topcpu.net/cpu/intel-core-i9-9960x
177,Intel Xeon E5-2683 v3,17896,14,28,2GHz,2014.09,https://www.topcpu.net/cpu/intel-xeon-e5-2683-v3
178,AMD Ryzen 7 8700G,17858,8,16,4.3GHz,2024.01,https://www.topcpu.net/cpu/amd-ryzen-7-8700g
179,AMD Ryzen 7 7800X3D,17762,8,16,4.4GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-7-7800x3d
180,Intel Core i5 12600KF,17648,10,16,3.7GHz,2021.10,https://www.topcpu.net/cpu/intel-core-i5-12600kf
181,Intel Core i5 12600K,17648,10,16,3.7GHz,2021.10,https://www.topcpu.net/cpu/intel-core-i5-12600k
182,AMD Ryzen 7 8700F,17614,8,16,4.1GHz,2024.05,https://www.topcpu.net/cpu/amd-ryzen-7-8700f
183,Intel Core i7 13700H,17612,14,20,2.4GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-13700h
184,Intel Core Ultra 9 386H,17506,16,16,2.1GHz,2026.01,https://www.topcpu.net/cpu/intel-core-ultra-9-386h
185,AMD EPYC 7351,17401,16,32,2.4GHz,2017.06,https://www.topcpu.net/cpu/amd-epyc-7351
186,AMD Ryzen 9 PRO 8945HS,17376,8,16,4GHz,2024.04,https://www.topcpu.net/cpu/amd-ryzen-9-pro-8945hs
187,AMD Ryzen 5 Pro 9645,17163,6,12,3.9GHz,2026.01,https://www.topcpu.net/cpu/amd-ryzen-5-pro-9645
188,Intel Core Ultra 5 225,17059,10,10,3.3GHz,2024.12,https://www.topcpu.net/cpu/intel-core-ultra-5-225
189,AMD Ryzen 9 8945HS,17035,8,16,4.0GHz,2023.12,https://www.topcpu.net/cpu/amd-ryzen-9-8945hs
190,Intel Core i5 14400,16900,10,16,2.5GHz,2024.01,https://www.topcpu.net/cpu/intel-core-i5-14400
191,Intel Core 7 250H,16815,14,20,2.5GHz,2024.12,https://www.topcpu.net/cpu/intel-core-7-250h
192,AMD Ryzen AI 7 450,16700,8,16,2.0GHz,2026.01,https://www.topcpu.net/cpu/amd-ryzen-ai-7-450
193,Intel Core 7 240H,16631,10,16,2.5GHz,2024.12,https://www.topcpu.net/cpu/intel-core-7-240h
194,Intel Core i5 13490F,16572,10,16,2.5GHz,2023.02,https://www.topcpu.net/cpu/intel-core-i5-13490f
195,Intel Core Ultra 5 338H,16565,12,12,1.9GHz,2026.01,https://www.topcpu.net/cpu/intel-core-ultra-5-338h
196,Intel Core 9 270H,16516,14,20,2.7GHz,2024.12,https://www.topcpu.net/cpu/intel-core-9-270h
197,Intel Core i9 12900H,16503,14,20,2.5GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i9-12900h
198,AMD Ryzen 7 7840HS,16477,8,16,3.8GHz,2023.04,https://www.topcpu.net/cpu/amd-ryzen-7-7840hs
199,AMD Ryzen 7 H 255,16387,8,16,3.8GHz,2025.08,https://www.topcpu.net/cpu/amd-ryzen-7-h-255
200,Intel Core i5 14450HX,16374,10,16,2.4GHz,2024.01,https://www.topcpu.net/cpu/intel-core-i5-14450hx
201,Intel Core i7 12850HX,16286,16,24,2.1GHz,2022.05,https://www.topcpu.net/cpu/intel-core-i7-12850hx
202,AMD Ryzen 5 9600X,16284,6,12,3.9GHz,2024.06,https://www.topcpu.net/cpu/amd-ryzen-5-9600x
203,Intel Core Ultra 5 235H,16281,14,14,2.4GHz,2025.01,https://www.topcpu.net/cpu/intel-core-ultra-5-235h
204,Intel Core i9 10850K,16234,10,20,3.6GHz,2020.07,https://www.topcpu.net/cpu/intel-core-i9-10850k
205,Intel Core i9 11900K,16211,8,16,3.5GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i9-11900k
206,Intel Core i5 14400F,16124,10,16,2.5GHz,2024.01,https://www.topcpu.net/cpu/intel-core-i5-14400f
207,Intel Core Ultra 5 225F,16114,10,10,3.3GHz,2024.12,https://www.topcpu.net/cpu/intel-core-ultra-5-225f
208,AMD Ryzen 7 8845HS,16078,8,16,3.8GHz,2023.12,https://www.topcpu.net/cpu/amd-ryzen-7-8845hs
209,AMD Ryzen 7 8840HS,16034,8,16,3.3GHz,2023.12,https://www.topcpu.net/cpu/amd-ryzen-7-8840hs
210,Intel Core Ultra 5 225H,16026,14,14,1.7GHz,2025.01,https://www.topcpu.net/cpu/intel-core-ultra-5-225h
211,Intel Core Ultra 5 336H,15986,12,12,1.9GHz,2026.01,https://www.topcpu.net/cpu/intel-core-ultra-5-336h
212,AMD Ryzen 7 7840H,15930,8,16,3.8GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-7-7840h
213,AMD Ryzen 7 PRO 8840HS,15930,8,16,3.3GHz,2024.04,https://www.topcpu.net/cpu/amd-ryzen-7-pro-8840hs
214,AMD Ryzen 7 Pro 7840HS,15930,8,16,3.8GHz,2023.06,https://www.topcpu.net/cpu/amd-ryzen-7-pro-7840hs
215,AMD Ryzen 7 PRO 8845HS,15930,8,16,3.8GHz,2024.04,https://www.topcpu.net/cpu/amd-ryzen-7-pro-8845hs
216,Apple M5 (8-core GPU),15912,10,10,4.61GHz,2026.03,https://www.topcpu.net/cpu/apple-m5-8-core-gpu
217,AMD Ryzen 7 8745HS,15909,8,16,3.8GHz,2024.07,https://www.topcpu.net/cpu/amd-ryzen-7-8745hs
218,Intel Core i7 12700H,15877,14,20,2.3GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i7-12700h
219,AMD Ryzen 9 7940HS,15820,8,16,4.0GHz,2023.04,https://www.topcpu.net/cpu/amd-ryzen-9-7940hs
220,Intel Core i7 12800H,15712,14,20,2.4GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i7-12800h
221,Apple M5 (10-Core),15574,10,10,4.6GHz,2025.10,https://www.topcpu.net/cpu/apple-m5-10-core
222,Intel Core i7 13620H,15397,10,16,2.4GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-13620h
223,Intel Core i9 10920X,15354,12,24,3.5GHz,2019.10,https://www.topcpu.net/cpu/intel-core-i9-10920x
224,Intel Core i9 9940X,15351,14,28,3.3GHz,2018.10,https://www.topcpu.net/cpu/intel-core-i9-9940x
225,AMD Ryzen Threadripper 2920X,15269,12,24,3.5GHz,2018.10,https://www.topcpu.net/cpu/amd-ryzen-threadripper-2920x
226,AMD Ryzen 7 5800X,15228,8,16,3.8GHz,2020.10,https://www.topcpu.net/cpu/amd-ryzen-7-5800x
227,AMD Ryzen 5 7600X,15204,6,12,4.7GHz,2022.09,https://www.topcpu.net/cpu/amd-ryzen-5-7600x
228,Apple M3 Pro,15098,12,12,4.05GHz,2023.10,https://www.topcpu.net/cpu/apple-m3-pro
229,Intel Core Ultra 7 155H,15052,16,22,1.4GHz,2023.12,https://www.topcpu.net/cpu/intel-core-ultra-7-155h
230,AMD Ryzen Threadripper 1920X,15038,12,24,3.5GHz,2017.08,https://www.topcpu.net/cpu/amd-ryzen-threadripper-1920x
231,Intel Core i7 11700K,15011,8,16,3.6GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i7-11700k
232,Intel Core i7 11700KF,15011,8,16,3.6GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i7-11700kf
233,Intel Core i9 7900X,14998,10,20,3.3GHz,2017.05,https://www.topcpu.net/cpu/intel-core-i9-7900x
234,Intel Core i5 13600H,14949,12,16,2.8GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13600h
235,Apple M2 Max,14852,12,12,3.5GHz,2023.01,https://www.topcpu.net/cpu/apple-m2-max
236,Intel Core i9 9920X,14793,12,24,3.5GHz,2018.10,https://www.topcpu.net/cpu/intel-core-i9-9920x
237,Intel Core i5 13450HX,14791,10,16,2.4GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13450hx
238,Qualcomm Snapdragon X Elite (X1E-84-100),14761,12,12,3.8GHz,2023.10,https://www.topcpu.net/cpu/qualcomm-snapdragon-x-elite-x1e-84-100
239,AMD Ryzen 9 6980HS,14736,8,16,3.3GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-9-6980hs
240,Intel Core i5 13500H,14722,12,16,2.6GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13500h
241,AMD Ryzen 9 6980HX,14711,8,16,3.3GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-9-6980hx
242,AMD Ryzen 7 6800H,14586,8,16,3.2GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-7-6800h
243,AMD Ryzen Z2 Extreme,14572,8,16,2.0GHz,2025.06,https://www.topcpu.net/cpu/amd-ryzen-z2-extreme
244,Intel Core Ultra 7 165H,14554,16,22,1.4GHz,2023.12,https://www.topcpu.net/cpu/intel-core-ultra-7-165h
245,Qualcomm Snapdragon X Elite,14548,12,12,3.8GHz,2023.10,https://www.topcpu.net/cpu/qualcomm-snapdragon-x-elite
246,AMD Ryzen 7 5800X3D,14514,8,16,3.4GHz,2022.03,https://www.topcpu.net/cpu/amd-ryzen-7-5800x3d
247,Intel Core i5 13505H,14405,12,16,2.7GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13505h
248,AMD Ryzen 5 7600,14389,6,12,3.8GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-5-7600
249,Intel Core i9 10900X,14312,10,20,3.7GHz,2019.10,https://www.topcpu.net/cpu/intel-core-i9-10900x
250,Intel Core i5 13400,14311,10,16,2.5GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13400
251,Intel Core i5 13400F,14311,10,16,2.5GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13400f
252,Intel Core i9 11900KF,14197,8,16,3.5GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i9-11900kf
253,Intel Core i7 12650H,14100,10,16,2.3GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i7-12650h
254,AMD Ryzen 9 6900HX,14096,8,16,3.3GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-9-6900hx
255,AMD Ryzen 7 5700X,14028,8,16,3.4GHz,2022.04,https://www.topcpu.net/cpu/amd-ryzen-7-5700x
256,AMD Ryzen 7 5800,14000,8,16,3.4GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-7-5800
257,Intel Core i9 9900X,13994,10,20,3.5GHz,2018.10,https://www.topcpu.net/cpu/intel-core-i9-9900x
258,Intel Core i9 11980HK,13967,8,16,2.6-3.3GHz,2021.05,https://www.topcpu.net/cpu/intel-core-i9-11980hk
259,AMD Ryzen 5 7645HX,13954,6,12,4.0GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-5-7645hx
260,AMD Ryzen 7 5700G,13945,8,16,3.8GHz,2021.04,https://www.topcpu.net/cpu/amd-ryzen-7-5700g
261,Apple M2 Pro,13929,12,12,3.5GHz,2023.01,https://www.topcpu.net/cpu/apple-m2-pro
262,Intel Core Ultra 5 135H,13888,14,18,1.7GHz,2023.12,https://www.topcpu.net/cpu/intel-core-ultra-5-135h
263,AMD Ryzen Z1 Extreme,13884,8,16,3.3GHz,2024.04,https://www.topcpu.net/cpu/amd-ryzen-z1-extreme
264,AMD Ryzen 7 3800X,13812,8,16,3.9GHz,2019.07,https://www.topcpu.net/cpu/amd-ryzen-7-3800x
265,AMD Ryzen 5 7500F,13809,6,12,3.7GHz,2023.07,https://www.topcpu.net/cpu/amd-ryzen-5-7500f
266,AMD Ryzen 7 7435HS,13804,8,16,3.1GHz,2024.04,https://www.topcpu.net/cpu/amd-ryzen-7-7435hs
267,AMD Ryzen AI 7 Pro 360,13793,8,16,2.0GHz,2024.10,https://www.topcpu.net/cpu/amd-ryzen-ai-7-pro-360
268,Intel Core i9 10900K,13761,10,20,3.7GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i9-10900k
269,Intel Core i9 10900KF,13761,10,20,3.7GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i9-10900kf
270,Intel Core i5 12600H,13634,12,16,2.7GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12600h
271,AMD Ryzen 7 7735HS,13608,8,16,3.2GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-7-7735hs
272,AMD Ryzen 7 5700X3D,13524,8,16,3.0GHz,2024.01,https://www.topcpu.net/cpu/amd-ryzen-7-5700x3d
273,AMD Ryzen 5 7400F,13500,6,12,3.7GHz,2025.01,https://www.topcpu.net/cpu/amd-ryzen-5-7400f
274,AMD Ryzen 5 7600X3D,13469,6,12,4.1GHz,2024.09,https://www.topcpu.net/cpu/amd-ryzen-5-7600x3d
275,Intel Core i5 12600,13367,6,12,3.3GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12600
276,AMD Ryzen 5 8400F,13361,6,12,4.2GHz,2024.05,https://www.topcpu.net/cpu/amd-ryzen-5-8400f
277,AMD Ryzen 5 8600G,13359,6,12,4.3GHz,2024.01,https://www.topcpu.net/cpu/amd-ryzen-5-8600g
278,Intel Core i7 7820X,13358,8,16,3.6GHz,2017.05,https://www.topcpu.net/cpu/intel-core-i7-7820x
279,Intel Core i9 9900KS,13343,8,16,4.0GHz,2019.10,https://www.topcpu.net/cpu/intel-core-i9-9900ks
280,Intel Core i9 10900,13293,10,20,2.8GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i9-10900
281,Intel Core i9 11900,13236,8,16,2.5GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i9-11900
282,Intel Core i5 12500H,13201,12,16,2.5GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12500h
283,Intel Core i9 11900F,13150,8,16,2.5GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i9-11900f
284,Intel Core i7 1370P,13148,14,20,1.9GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-1370p
285,AMD Ryzen AI 7 350,13088,8,16,2.0GHz,2025.01,https://www.topcpu.net/cpu/amd-ryzen-ai-7-350
286,Qualcomm Snapdragon X Elite (X1E-80-100),13062,12,12,3.4GHz,2023.10,https://www.topcpu.net/cpu/qualcomm-snapdragon-x-elite-x1e-80-100
287,AMD Ryzen 5 8645HS,13058,6,12,4.3GHz,2023.12,https://www.topcpu.net/cpu/amd-ryzen-5-8645hs
288,Intel Core i7 9800X,13055,8,16,3.8GHz,2018.10,https://www.topcpu.net/cpu/intel-core-i7-9800x
289,AMD Ryzen 5 7640HS,12986,6,12,4.3GHz,2023.04,https://www.topcpu.net/cpu/amd-ryzen-5-7640hs
290,Intel Core Ultra 7 268V,12984,8,8,2.2GHz,2024.09,https://www.topcpu.net/cpu/intel-core-ultra-7-268v
291,Intel Core i7 10700K,12983,8,16,3.8GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i7-10700k
292,AMD Ryzen 5 8640HS,12969,6,12,3.5GHz,2023.12,https://www.topcpu.net/cpu/amd-ryzen-5-8640hs
293,AMD Ryzen 7 3800XT,12952,8,16,3.9GHz,2020.07,https://www.topcpu.net/cpu/amd-ryzen-7-3800xt
294,AMD Ryzen 9 6900HS,12922,8,16,3.3GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-9-6900hs
295,Intel Core 5 210H,12891,8,12,2.2GHz,2024.12,https://www.topcpu.net/cpu/intel-core-5-210h
296,AMD Ryzen 9 5980HS,12844,8,16,3.0GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-9-5980hs
297,AMD Ryzen 9 5900H,12815,8,16,3.3GHz,2021.04,https://www.topcpu.net/cpu/amd-ryzen-9-5900h
298,AMD Ryzen 7 8840U,12815,8,16,3.3GHz,2023.12,https://www.topcpu.net/cpu/amd-ryzen-7-8840u
299,AMD Ryzen 5 9500F,12810,6,12,3.8GHz,2025.09,https://www.topcpu.net/cpu/amd-ryzen-5-9500f
300,Intel Core Ultra 7 266V,12798,8,8,2.2GHz,2024.09,https://www.topcpu.net/cpu/intel-core-ultra-7-266v
301,AMD Ryzen 9 5900HX,12793,8,16,3.3GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-9-5900hx
302,AMD Ryzen 7 7840U,12789,8,16,3.3GHz,2023.05,https://www.topcpu.net/cpu/amd-ryzen-7-7840u
303,AMD Ryzen 9 5900HS,12738,8,16,3.0GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-9-5900hs
304,AMD Ryzen 7 Pro 4750G,12693,8,16,3.6GHz,2020.07,https://www.topcpu.net/cpu/amd-ryzen-7-pro-4750g
305,Intel Core i7 10700KF,12665,8,16,3.8GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i7-10700kf
306,AMD Ryzen 7 7736U,12656,8,16,27GHz,2023.01,https://www.topcpu.net/cpu/amd-ryzen-7-7736u
307,Intel Core i9 11950H,12649,8,16,2.1-2.6GHz,2021.05,https://www.topcpu.net/cpu/intel-core-i9-11950h
308,AMD Ryzen 7 6800HS,12624,8,16,3.2GHz,2022.01,https://www.topcpu.net/cpu/amd-ryzen-7-6800hs
309,Intel Core Ultra 5 125H,12621,14,18,1.2GHz,2023.12,https://www.topcpu.net/cpu/intel-core-ultra-5-125h
310,Intel Core i9 9900KF,12606,8,16,3.6GHz,2019.01,https://www.topcpu.net/cpu/intel-core-i9-9900kf
311,AMD Ryzen 7 4700G,12570,8,16,3.6GHz,2020.07,https://www.topcpu.net/cpu/amd-ryzen-7-4700g
312,Intel Core i9 9900K,12496,8,16,3.6GHz,2018.10,https://www.topcpu.net/cpu/intel-core-i9-9900k
313,Intel Core i5 12500,12471,6,12,3.0GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12500
314,Intel Core i9 10900T,12454,10,20,1.9GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i9-10900t
315,Intel Core Ultra 5 225U,12454,12,14,1.5GHz,2025.01,https://www.topcpu.net/cpu/intel-core-ultra-5-225u
316,Apple M1 Max,12440,10,10,3.2GHz,2021.10,https://www.topcpu.net/cpu/apple-m1-max
317,,12347,10,10,3.4GHz,2024.09,https://www.topcpu.net/cpu/qualcomm-snapdragon-x-plus-x1p-66-100
318,AMD Ryzen AI 7 445,12346,6,12,2.0GHz,2026.01,https://www.topcpu.net/cpu/amd-ryzen-ai-7-445
319,Intel Core i5 12400,12344,6,12,2.5GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12400
320,Intel Core i5 12400F,12344,6,12,2.5GHz,2022.01,https://www.topcpu.net/cpu/intel-core-i5-12400f
321,Intel Core Ultra 7 265U,12311,12,14,2.1GHz,2025.01,https://www.topcpu.net/cpu/intel-core-ultra-7-265u
322,Intel Core Ultra 7 258V,12310,8,8,2.2GHz,2024.09,https://www.topcpu.net/cpu/intel-core-ultra-7-258v
323,Intel Core 5 220H,12244,12,16,2.7GHz,2024.12,https://www.topcpu.net/cpu/intel-core-5-220h
324,Intel Core 5 120F,12236,6,12,2.5GHz,2025.06,https://www.topcpu.net/cpu/intel-core-5-120f
325,Intel Core i7 11850H,12233,8,16,2.1-2.5GHz,2021.05,https://www.topcpu.net/cpu/intel-core-i7-11850h
326,AMD Ryzen 7 5800H,12229,8,16,3.2GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-7-5800h
327,AMD Ryzen 5 240,12220,6,12,4.3GHz,2025.01,https://www.topcpu.net/cpu/amd-ryzen-5-240
328,Intel Core i7 1360P,12212,12,16,2.2GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i7-1360p
329,AMD Ryzen 7 3700X,12173,8,16,3.6GHz,2019.07,https://www.topcpu.net/cpu/amd-ryzen-7-3700x
330,Qualcomm Snapdragon X Elite (X1E-78-100),12159,12,12,3.4GHz,2023.10,https://www.topcpu.net/cpu/qualcomm-snapdragon-x-elite-x1e-78-100
331,Intel Core i7 10700F,12149,8,16,2.9GHz,2020.05,https://www.topcpu.net/cpu/intel-core-i7-10700f
332,Intel Core Ultra 7 256V,12145,8,8,2.2GHz,2024.09,https://www.topcpu.net/cpu/intel-core-ultra-7-256v
333,Apple M4 10 Core,12123,10,10,4.41GHz,2024.05,https://www.topcpu.net/cpu/apple-m4-10-core
334,Apple M1 Pro,12116,10,10,2.0GHz,2021.10,https://www.topcpu.net/cpu/apple-m1-pro
335,Intel Core i9 9900,12084,8,16,3.1GHz,2019.04,https://www.topcpu.net/cpu/intel-core-i9-9900
336,Intel Core i7 11800H,12069,8,16,1.9-2.3GHz,2021.05,https://www.topcpu.net/cpu/intel-core-i7-11800h
337,Intel Core i9 11900H,12038,8,16,2.1-2.5GHz,2021.05,https://www.topcpu.net/cpu/intel-core-i9-11900h
338,Qualcomm Snapdragon X Plus,11931,10,10,3.4GHz,2024.04,https://www.topcpu.net/cpu/qualcomm-snapdragon-x-plus
339,AMD Ryzen AI 5 440,11907,6,12,2.0GHz,2026.01,https://www.topcpu.net/cpu/amd-ryzen-ai-5-440
340,AMD Ryzen 9 5980HX,11891,8,16,3.3GHz,2021.01,https://www.topcpu.net/cpu/amd-ryzen-9-5980hx
341,Intel Core Ultra 7 255U,11888,12,14,2.0GHz,2025.01,https://www.topcpu.net/cpu/intel-core-ultra-7-255u
342,Intel Core i9 11900T,11874,8,16,1.5GHz,2021.03,https://www.topcpu.net/cpu/intel-core-i9-11900t
343,Qualcomm Snapdragon X Plus (X1P-64-100),11764,10,10,3.4GHz,2024.04,https://www.topcpu.net/cpu/qualcomm-snapdragon-x-plus-x1p-64-100
344,Intel Core i5 13420H,11753,8,12,2.1GHz,2023.01,https://www.topcpu.net/cpu/intel-core-i5-13420h
345,AMD Ryzen AI 5 340,11727,6,12,2.0GHz,2025.01,https://www.topcpu.net/cpu/amd-ryzen-ai-5-340
346,Intel Core Ultra 5 238V,11635,8,8,2.1GHz,2024.09,https://www.topcpu.net/cpu/intel-core-ultra-5-238v
347,Intel Core i7 1280P,11610,14,20,1.8GHz,2022.02,https://www.topcpu.net/cpu/intel-core-i7-1280p
